all	kl64	kl47	product
3742	15	13	Non-coding region
3743	3	9	DNA topoisomerase IV subunit A
3744	2	10	Non-coding region
3745	1	6	niacin transporter NiaP
3746	5	1	Non-coding region
3747	3	9	trimeric intracellular cation channel family protein
3748	4	7	TerC family protein
3749	8	7	Non-coding region
3750	4	6	LOG family protein
3751	2	2	Non-coding region
3752	0	4	glycoside hydrolase family 25 protein
3753	4	2	DNA polymerase IV
3754	6	5	hypothetical protein
3755	5	9	DUF2726 domain-containing protein
3756	5	4	Non-coding region
3757	13	9	Non-coding region
3758	3	5	esterase-like activity of phytase family protein
3759	2	2	helix-turn-helix domain-containing protein
3760	5	3	DUF2938 domain-containing protein
3761	16	8	lytic transglycosylase domain-containing protein
3762	1	3	cysteine synthase A
3763	5	5	GNAT family N-acetyltransferase
3764	2	3	Non-coding region
3765	9	2	Non-coding region
3766	6	5	Non-coding region
3767	4	2	Non-coding region
3768	7	4	Non-coding region
3769	2	0	Non-coding region
3770	6	2	TetR/AcrR family transcriptional regulator
3771	1	3	Non-coding region
3772	5	8	hypothetical protein
3773	7	2	Non-coding region
3774	3	5	DUF2946 family protein
3775	4	7	peptide deformylase
3776	3	3	DNA-processing protein DprA
3777	7	6	Non-coding region
3778	3	3	L-threonylcarbamoyladenylate synthase
3779	14	4	DMT family transporter
3780	4	4	TetR/AcrR family transcriptional regulator
3781	4	10	Non-coding region
3782	7	11	AraC family transcriptional regulator
3783	4	4	hypothetical protein
3784	1	8	F0F1 ATP synthase subunit epsilon
3785	5	7	Non-coding region
3786	1	5	F0F1 ATP synthase subunit gamma
3787	1	4	F0F1 ATP synthase subunit alpha
3788	6	6	F0F1 ATP synthase subunit delta
3789	7	4	F0F1 ATP synthase subunit B
3790	4	5	F0F1 ATP synthase subunit A
3791	2	6	ATP synthase subunit I
3792	8	10	transcriptional repressor
3793	4	9	zinc ABC transporter ATP-binding protein ZnuC
3794	4	5	LysE family transporter
3795	3	6	Dyp-type peroxidase
3796	9	4	NAD-dependent malic enzyme
3797	1	4	Non-coding region
3798	4	6	arginine--tRNA ligase
3799	2	6	Non-coding region
3800	3	8	SPOR domain-containing protein
3801	5	2	glutathione S-transferase
3802	38	10	OsmC family protein
3803	7	5	DUF3861 domain-containing protein
3804	4	7	ANT(3'')-II family aminoglycoside nucleotidyltransferase
3805	6	8	glutamine-hydrolyzing GMP synthase
3806	2	7	Non-coding region
3807	4	3	DUF445 domain-containing protein
3808	4	1	DoxX family protein
3809	6	6	DedA family protein
3810	14	19	LysE family translocator
3811	3	1	ParA family protein
3812	1	4	SirB2 family protein
3813	7	8	4'-phosphopantetheinyl transferase family protein
3814	3	1	alpha/beta fold hydrolase
3815	4	5	Non-coding region
3816	2	4	DUF1302 family protein
3817	6	8	outer membrane lipoprotein-sorting protein
3818	7	4	Non-coding region
3819	7	9	Non-coding region
3820	17	14	Non-coding region
3821	7	5	non-ribosomal peptide synthetase
3822	8	5	Non-coding region
3823	4	4	Non-coding region
3824	7	2	acyl carrier protein
3825	7	6	acyl-CoA dehydrogenase
3826	3	0	Non-coding region
3827	4	4	fatty acyl-AMP ligase
3828	2	6	Non-coding region
3829	4	10	LuxR family transcriptional regulator AbaR
3830	8	4	Non-coding region
3831	4	9	DUF4902 domain-containing protein
3832	7	8	MFS transporter
3833	2	3	enoyl-CoA hydratase/isomerase family protein
3834	8	11	enoyl-CoA hydratase
3835	5	1	acyl-CoA dehydrogenase family protein
3836	77	115	AMP-binding protein
3837	0	3	Non-coding region
3838	6	3	3-hydroxyisobutyrate dehydrogenase
3839	4	4	CoA-acylating methylmalonate-semialdehyde dehydrogenase
3840	14	4	LysR family transcriptional regulator
3841	5	5	amino acid permease
3842	3	7	Non-coding region
3843	7	7	amino acid permease
3844	8	6	Non-coding region
3845	7	4	RidA family protein
3846	6	4	D-amino acid dehydrogenase
3847	6	2	Non-coding region
3848	7	2	Lrp/AsnC ligand binding domain-containing protein
3849	3	4	TonB-dependent receptor
3850	3	6	Non-coding region
3851	4	3	Non-coding region
3852	4	8	nuclear transport factor 2 family protein
3853	5	6	DUF1003 domain-containing protein
3854	8	2	Non-coding region
3855	26	100	SDR family NAD(P)-dependent oxidoreductase
3856	16	59	DUF4844 domain-containing protein
3857	2	4	Non-coding region
3858	1	2	hypothetical protein
3859	9	4	GNAT family N-acetyltransferase
3860	4	3	DUF4126 domain-containing protein
3861	2	4	hypothetical protein
3862	6	6	STAS-like domain-containing protein
3863	4	3	Fe/S-dependent 2-methylisocitrate dehydratase AcnD
3864	1	2	Non-coding region
3865	9	9	Non-coding region
3866	5	7	bifunctional 2-methylcitrate synthase/citrate synthase
3867	3	6	methylisocitrate lyase
3868	2	3	GntR family transcriptional regulator
3869	5	3	amino acid aminotransferase
3870	2	5	D-lactate dehydrogenase
3871	2	2	Non-coding region
3872	2	3	FMN-dependent L-lactate dehydrogenase LldD
3873	3	3	transcriptional regulator LldR
3874	3	5	L-lactate permease
3875	3	3	Non-coding region
3876	6	7	phosphomannomutase
3877	2	0	Non-coding region
3878	4	5	UDP-glucose 4-epimerase GalE
3879	7	4	glucose-6-phosphate isomerase
3880	3	4	nucleotide sugar dehydrogenase
3881	20	8	Non-coding region
3882	23	2	UTP--glucose-1-phosphate uridylyltransferase GalU
3883	2	4	sugar transferase
3884	3	4	glycosyltransferase
3885	5	10	glycosyltransferase
3886	7	3	EpsG family protein
3887	8	10	glycosyltransferase family 52
3888	3	6	oligosaccharide flippase family protein
3889	7	2	acylneuraminate cytidylyltransferase family protein
3890	4	5	nucleotidyltransferase family protein
3891	4	6	PglD-related sugar-binding protein
3892	5	7	UDP-N-acetylglucosamine 2-epimerase
3893	11	4	Non-coding region
3894	3	4	LegC family aminotransferase
3895	4	6	UDP-N-acetylglucosamine 4%2C6-dehydratase
3896	2	2	Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB
3897	3	3	Non-coding region
3898	2	0	polysaccharide biosynthesis/export family protein
3899	3	6	low molecular weight protein-tyrosine-phosphatase
3900	6	3	Non-coding region
3901	3	4	Non-coding region
3902	4	8	FKBP-type peptidyl-prolyl cis-trans isomerase
3903	4	3	murein biosynthesis integral membrane protein MurJ
3904	8	5	Non-coding region
3905	2	2	1%2C6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
3906	2	14	ABZJ_00068 family colistin stress protein
3907	1	4	phosphocholine-specific phospholipase C
3908	9	11	Non-coding region
3909	10	8	hypothetical protein
3910	6	7	fatty acid desaturase family protein
3911	4	6	ferredoxin reductase
3912	6	10	TetR family transcriptional regulator
3913	3	5	TetR/AcrR family transcriptional regulator
3914	12	15	thiol:disulfide interchange protein DsbA/DsbL
3915	126	73	bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG
3916	9	15	YciK family oxidoreductase
3917	7	3	RcnB family protein
3918	2	10	RcnB family protein
3919	3	3	Non-coding region
3920	4	7	sulfonate ABC transporter substrate-binding protein
3921	2	15	sulfonate ABC transporter substrate-binding protein
3922	1	6	FMNH2-dependent alkanesulfonate monooxygenase
3923	4	12	aliphatic sulfonate ABC transporter permease SsuC
3924	9	9	ABC transporter ATP-binding protein
3925	1	9	TetR/AcrR family transcriptional regulator
3926	5	6	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase family protein
3927	7	3	Non-coding region
3928	1	5	bifunctional riboflavin kinase/FAD synthetase
3929	3	8	isoleucine--tRNA ligase
3930	1	2	Non-coding region
3931	5	1	Non-coding region
3932	1	3	signal peptidase II
3933	4	5	NADPH-dependent FMN reductase
3934	3	4	Non-coding region
3935	5	4	Non-coding region
3936	8	6	Non-coding region
3937	3	3	Non-coding region
3938	7	6	Non-coding region
3939	5	11	Non-coding region
3940	4	5	peptidylprolyl isomerase
3941	5	6	Non-coding region
3942	7	16	hypothetical protein
3943	1	3	MBL fold metallo-hydrolase
3944	3	3	LysR family transcriptional regulator
3945	2	7	nucleotide exchange factor GrpE
3946	3	4	Non-coding region
3947	7	2	Non-coding region
3948	4	10	matrixin family metalloprotease
3949	4	9	M57 family metalloprotease
3950	4	5	hypothetical protein
3951	7	4	Non-coding region
3952	3	1	5-(carboxyamino)imidazole ribonucleotide synthase
3953	6	2	5-(carboxyamino)imidazole ribonucleotide mutase
3954	2	1	DMT family protein
3955	7	3	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
3956	8	11	low temperature requirement protein A
3957	3	7	undecaprenyl-diphosphatase
3958	3	8	TerC family protein
3959	9	8	Non-coding region
3960	10	16	hypothetical protein
3961	7	11	aromatic ring-hydroxylating oxygenase subunit alpha
3962	11	22	guanine deaminase
3963	4	29	Non-coding region
3964	4	12	hypoxanthine phosphoribosyltransferase
3965	14	6	GlsB/YeaQ/YmgE family stress response membrane protein
3966	6	5	CDF family Co(II)/Ni(II) efflux transporter DmeF
3967	4	6	metal/formaldehyde-sensitive transcriptional repressor
3968	4	3	Non-coding region
3969	3	6	membrane protein insertase YidC
3970	3	2	membrane protein insertion efficiency factor YidD
3971	9	4	ribonuclease P protein component
3972	8	3	Non-coding region
3973	6	9	Non-coding region
3974	13	5	Non-coding region
3975	7	3	Non-coding region
3976	10	6	Non-coding region
3977	9	6	Non-coding region
3978	3	9	Non-coding region
3979	2	12	Non-coding region
3980	5	0	Non-coding region
3981	4	4	Non-coding region
3982	5	15	Non-coding region
3983	4	6	Non-coding region
3984	3	4	Non-coding region
3985	3	5	Non-coding region
3986	5	7	Non-coding region
3987	7	4	Non-coding region
3988	2	8	Non-coding region
3989	6	1	Non-coding region
3990	8	6	Non-coding region
3991	3	4	Non-coding region
3992	3	4	Non-coding region
3993	2	6	Non-coding region
3994	3	7	Non-coding region
3995	4	4	Non-coding region
3996	2	5	Non-coding region
3997	4	4	Non-coding region
3998	6	7	Non-coding region
3999	2	3	Non-coding region
4000	7	3	Non-coding region
4001	4	8	Non-coding region
4002	27	44	Non-coding region
4003	8	7	Non-coding region
4004	13	7	Non-coding region
4005	2	1	Non-coding region
4006	4	3	Non-coding region
4007	4	3	Non-coding region
4008	6	1	Non-coding region
4009	4	1	Non-coding region
4010	4	4	Non-coding region
4011	11	15	Non-coding region
4012	7	15	Non-coding region
4013	5	3	Non-coding region
4014	3	6	Non-coding region
4015	2	10	Non-coding region
4016	6	3	Non-coding region
4017	2	8	Non-coding region
4018	5	6	Non-coding region
4019	6	5	Non-coding region
4020	5	6	Non-coding region
4021	9	5	Non-coding region
4022	3	6	Non-coding region
4023	3	7	Non-coding region
4024	8	6	Non-coding region
4025	7	7	Non-coding region
4026	11	3	Non-coding region
4027	10	5	Non-coding region
4028	5	4	Non-coding region
4029	0	3	Non-coding region
4030	7	7	Non-coding region
4031	5	2	Non-coding region
4032	5	2	Non-coding region
4033	6	5	Non-coding region
4034	6	4	Non-coding region
4035	1	4	Non-coding region
4036	8	2	Non-coding region
4037	5	4	Non-coding region
4038	9	4	Non-coding region
4039	6	9	Non-coding region
4040	6	0	Non-coding region
4041	8	10	Non-coding region
4042	6	25	Non-coding region
4043	11	8	Non-coding region
4044	8	2	Non-coding region
4045	6	3	Non-coding region
4046	6	4	Non-coding region
4047	2	7	Non-coding region
4048	4	6	Non-coding region
4049	4	5	Non-coding region
4050	5	6	Non-coding region
4051	4	3	Non-coding region
4052	9	1	Non-coding region
4053	4	5	Non-coding region
4054	3	4	Non-coding region
4055	2	0	Non-coding region
4059	1	3	Non-coding region
4060	0	1	Non-coding region
4061	4	1	Non-coding region
4067	6	5	Non-coding region
4068	2	2	Non-coding region
4069	2	6	Non-coding region
4070	8	4	Non-coding region
4071	3	8	Non-coding region
4072	6	6	Non-coding region
4073	2	1	Non-coding region
4074	2	6	Non-coding region
4075	6	8	Non-coding region
4076	0	16	Non-coding region
4077	6	30	Non-coding region
4078	6	4	Non-coding region
4079	3	10	Non-coding region
4080	5	32	Non-coding region
4081	7	12	Non-coding region
4082	7	5	Non-coding region
4083	0	4	Non-coding region
4084	0	13	Non-coding region
4085	2	6	Non-coding region
4086	3	7	Non-coding region
4087	4	8	Non-coding region
4088	2	12	Non-coding region
4089	4	8	Non-coding region
4090	9	8	Non-coding region
4091	4	6	Non-coding region
4092	6	16	Non-coding region
4093	6	17	Non-coding region
4094	1	5	Non-coding region
4095	4	8	Non-coding region
4096	0	9	Non-coding region
4097	6	20	Non-coding region
4098	0	7	Non-coding region
4099	4	2	Non-coding region
4100	3	11	Non-coding region
4101	7	14	Non-coding region
4102	3	2	Non-coding region
4103	4	5	Non-coding region
4104	9	4	Non-coding region
4105	5	1	Non-coding region
4106	3	2	Non-coding region
4107	10	7	Non-coding region
4108	5	5	Non-coding region
4109	3	2	Non-coding region
4110	6	11	Non-coding region
4111	7	7	Non-coding region
4112	7	4	Non-coding region
4113	6	6	Non-coding region
4114	2	7	Non-coding region
4115	4	12	Non-coding region
4116	6	4	Non-coding region
4117	8	2	Non-coding region
4118	1	9	Non-coding region
4119	5	4	Non-coding region
4120	2	7	Non-coding region
4121	5	7	Non-coding region
4122	6	4	Non-coding region
4123	10	6	Non-coding region
4124	5	2	Non-coding region
4125	8	3	Non-coding region
4126	8	17	Non-coding region
4127	5	4	Non-coding region
4128	5	1	Non-coding region
4129	4	3	Non-coding region
4130	4	11	Non-coding region
4131	25	23	Non-coding region
4132	21	18	Non-coding region
4133	23	29	Non-coding region
4134	12	6	Non-coding region
4135	5	8	Non-coding region
4136	8	18	Non-coding region
4137	8	21	Non-coding region
4138	5	7	Non-coding region
4139	4	20	Non-coding region
4140	8	6	Non-coding region
4141	4	10	Non-coding region
4142	4	11	Non-coding region
4143	2	24	Non-coding region
4144	1	13	Non-coding region
4145	3	6	Non-coding region
4146	1	7	Non-coding region
4147	7	1	Non-coding region
4148	2	13	Non-coding region
4149	6	3	Non-coding region
4150	2	10	Non-coding region
4151	15	26	Non-coding region
4152	27	16	Non-coding region
4153	3	6	Non-coding region
4154	6	15	Non-coding region
4155	6	5	Non-coding region
4156	3	6	Non-coding region
4157	9	4	Non-coding region
4158	6	2	Non-coding region
4159	4	7	Non-coding region
4160	9	9	Non-coding region
4161	12	7	Non-coding region
4162	6	3	Non-coding region
4163	5	3	Non-coding region
4164	3	4	Non-coding region
4165	3	6	Non-coding region
4166	2	3	Non-coding region
4167	3	8	Non-coding region
4168	4	4	Non-coding region
4169	6	5	Non-coding region
4170	7	5	Non-coding region
4171	4	5	Non-coding region
4172	3	4	Non-coding region
4173	2	4	Non-coding region
4174	6	8	Non-coding region
4175	7	2	Non-coding region
4176	6	4	Non-coding region
4177	3	2	Non-coding region
4178	5	6	Non-coding region
4179	4	5	Non-coding region
4180	5	3	Non-coding region
4181	2	4	Non-coding region
4182	5	1	Non-coding region
4183	6	5	Non-coding region
4184	3	3	Non-coding region
4185	4	2	Non-coding region
4186	2	2	Non-coding region
4187	6	12	Non-coding region
4188	3	5	Non-coding region
4189	2	4	Non-coding region
4190	3	2	Non-coding region
4191	6	3	Non-coding region
4192	4	3	Non-coding region
4193	4	4	Non-coding region
4194	4	1	Non-coding region
4195	4	3	Non-coding region
4196	2	9	Non-coding region
4197	1	4	Non-coding region
4198	4	2	Non-coding region
4199	0	5	Non-coding region
4200	12	6	Non-coding region
4201	3	0	Non-coding region
4202	2	4	Non-coding region
4203	7	10	Non-coding region
4204	5	5	Non-coding region
4205	2	11	Non-coding region
4206	6	7	Non-coding region
4207	2	17	Non-coding region
4208	0	5	Non-coding region
4209	3	21	Non-coding region
4210	1	9	Non-coding region
4211	12	2	Non-coding region
4212	17	0	Non-coding region
4213	7	6	Non-coding region
4214	2	10	Non-coding region
4215	5	9	Non-coding region
4216	10	3	Non-coding region
4217	2	1	Non-coding region
4218	2	0	Non-coding region
4219	2	8	Non-coding region
4220	9	6	Non-coding region
4221	10	19	Non-coding region
4222	2	8	Non-coding region
4223	4	3	Non-coding region
4224	4	4	Non-coding region
4225	2	5	Non-coding region
4226	6	6	Non-coding region
4227	7	3	Non-coding region
4228	6	2	Non-coding region
4229	15	10	Non-coding region
4230	7	13	Non-coding region
4231	3	2	Non-coding region
4232	14	8	Non-coding region
4233	7	7	Non-coding region
4234	15	20	Non-coding region
4235	5	7	Non-coding region
4236	12	5	Non-coding region
4237	3	6	Non-coding region
4238	4	4	Non-coding region
4239	2	4	Non-coding region
4240	6	5	Non-coding region
4241	3	3	Non-coding region
4242	6	1	Non-coding region
4243	6	3	Non-coding region
4244	5	4	Non-coding region
4245	1	4	Non-coding region
4246	9	4	Non-coding region
4247	3	5	Non-coding region
4248	5	5	Non-coding region
4249	8	4	Non-coding region
4250	5	2	Non-coding region
4251	6	3	Non-coding region
4252	2	8	Non-coding region
4253	1	1	Non-coding region
4254	2	4	Non-coding region
4255	7	8	Non-coding region
4256	9	4	Non-coding region
4257	4	7	Non-coding region
4258	4	7	Non-coding region
4259	2	4	Non-coding region
4260	4	11	Non-coding region
4261	2	6	Non-coding region
4262	2	4	Non-coding region
4263	5	3	Non-coding region
4264	7	7	Non-coding region
4265	2	3	Non-coding region
4266	8	6	Non-coding region
4267	4	2	Non-coding region
4268	3	3	Non-coding region
4269	4	2	Non-coding region
4270	10	10	Non-coding region
4271	3	16	Non-coding region
4272	7	7	Non-coding region
4273	12	12	Non-coding region
4274	6	4	Non-coding region
4275	9	16	Non-coding region
4276	8	1	Non-coding region
4277	8	4	Non-coding region
4278	5	12	Non-coding region
4279	6	6	Non-coding region
4280	5	1	Non-coding region
4281	4	10	Non-coding region
4282	0	10	Non-coding region
4283	3	9	Non-coding region
4284	3	12	Non-coding region
4285	3	3	Non-coding region
4286	2	3	Non-coding region
4287	5	3	Non-coding region
4288	4	6	Non-coding region
4289	6	6	Non-coding region
4290	5	4	Non-coding region
4291	2	1	Non-coding region
4292	6	3	Non-coding region
4293	6	5	Non-coding region
4294	9	7	Non-coding region
4295	9	2	Non-coding region
4296	4	6	Non-coding region
4297	3	0	Non-coding region
4298	2	2	Non-coding region
4299	2	2	Non-coding region
4300	4	2	Non-coding region
4301	2	7	Non-coding region
4302	5	6	Non-coding region
4303	2	7	Non-coding region
4304	4	5	Non-coding region
4305	1	4	Non-coding region
4306	1	4	Non-coding region
4307	4	2	Non-coding region
4308	5	8	Non-coding region
4309	8	4	Non-coding region
4310	4	5	Non-coding region
4311	6	8	Non-coding region
4312	3	2	Non-coding region
4313	4	2	Non-coding region
4314	8	5	Non-coding region
4315	2	5	Non-coding region
4316	3	4	Non-coding region
4317	3	3	Non-coding region
4318	5	6	Non-coding region
4319	7	8	Non-coding region
4320	6	2	Non-coding region
4321	3	5	Non-coding region
4322	4	9	Non-coding region
4323	2	3	Non-coding region
4324	6	11	Non-coding region
4325	5	4	Non-coding region
4326	2	3	Non-coding region
4327	7	6	Non-coding region
4328	1	8	Non-coding region
4329	3	0	Non-coding region
4330	5	3	Non-coding region
4331	3	3	Non-coding region
4332	3	6	Non-coding region
4333	6	3	Non-coding region
4334	1	4	Non-coding region
4335	5	6	Non-coding region
4336	4	6	Non-coding region
4337	7	4	Non-coding region
4338	3	6	Non-coding region
4339	30	18	Non-coding region
4340	7	6	Non-coding region
4341	10	7	Non-coding region
4342	5	2	Non-coding region
4343	11	2	Non-coding region
4344	5	4	Non-coding region
4345	5	10	Non-coding region
4346	4	7	Non-coding region
4347	6	3	Non-coding region
4348	3	8	Non-coding region
4349	6	7	Non-coding region
4350	2	1	Non-coding region
4351	3	1	Non-coding region
4352	8	4	Non-coding region
4353	8	2	Non-coding region
4354	5	3	Non-coding region
4355	9	7	Non-coding region
4356	18	9	Non-coding region
4357	7	7	Non-coding region
4358	11	5	Non-coding region
4359	2	7	Non-coding region
4360	7	12	Non-coding region
4361	1	6	Non-coding region
4362	10	14	Non-coding region
4363	7	14	Non-coding region
4364	2	4	Non-coding region
4365	6	7	Non-coding region
4366	7	3	Non-coding region
4367	8	6	Non-coding region
4368	5	2	Non-coding region
4369	7	6	Non-coding region
4370	6	5	Non-coding region
4371	7	10	Non-coding region
4372	8	5	Non-coding region
4373	4	10	Non-coding region
4374	3	7	Non-coding region
4375	157	60	Non-coding region
4376	33	20	Non-coding region
4377	1	1	Non-coding region
4378	3	2	Non-coding region
4379	2	3	Non-coding region
4380	7	2	Non-coding region
4381	2	1	Non-coding region
4382	8	5	Non-coding region
4383	19	17	Non-coding region
4384	9	5	Non-coding region
4385	12	6	Non-coding region
4386	4	2	Non-coding region
4388	7	27	Non-coding region
4389	71	39	Non-coding region
4390	275	171	Non-coding region
4391	115	14	Non-coding region
4392	10	5	Non-coding region
4393	3	5	Non-coding region
4394	17	2	Non-coding region
4395	3	3	Non-coding region
4396	4	3	Non-coding region
4397	10	9	Non-coding region
4398	2	3	Non-coding region
4399	12	6	Non-coding region
4400	3	2	Non-coding region
4401	7	3	Non-coding region
4402	2	6	Non-coding region
4403	4	3	Non-coding region
4404	0	4	Non-coding region
4405	5	3	Non-coding region
4406	4	2	Non-coding region
4407	6	1	Non-coding region
4408	5	4	Non-coding region
4409	4	3	Non-coding region
4410	6	4	Non-coding region
4411	16	13	Non-coding region
4412	4	6	Non-coding region
4413	9	9	Non-coding region
4414	5	0	Non-coding region
4415	2	4	Non-coding region
4416	4	5	Non-coding region
4417	4	3	Non-coding region
4418	1	5	Non-coding region
4419	4	4	Non-coding region
4420	2	10	Non-coding region
4421	4	3	Non-coding region
4422	2	4	Non-coding region
4423	4	4	Non-coding region
4424	2	7	Non-coding region
4425	29	46	Non-coding region
4426	4	7	Non-coding region
4427	5	0	Non-coding region
4428	1	3	Non-coding region
4429	4	3	Non-coding region
4430	4	5	Non-coding region
4431	6	7	Non-coding region
4432	3	2	Non-coding region
4433	2	3	Non-coding region
4434	5	6	Non-coding region
4435	5	1	Non-coding region
4436	6	4	Non-coding region
4437	5	4	Non-coding region
4438	4	6	Non-coding region
4439	8	1	Non-coding region
4440	5	4	Non-coding region
4441	4	1	Non-coding region
4442	2	8	Non-coding region
4443	2	2	Non-coding region
4444	2	4	Non-coding region
4445	5	5	Non-coding region
4446	3	2	Non-coding region
4447	2	5	Non-coding region
4448	7	8	Non-coding region
4449	0	1	Non-coding region
4455	3	2	Non-coding region
4456	2	3	Non-coding region
4457	3	2	Non-coding region
4458	3	4	Non-coding region
4459	3	2	Non-coding region
4460	1	0	Non-coding region
4461	5	4	Non-coding region
4462	4	4	Non-coding region
4463	4	1	Non-coding region
4464	3	6	Non-coding region
4465	6	1	Non-coding region
4466	9	4	Non-coding region
4467	2	2	Non-coding region
4468	3	15	Non-coding region
4469	3	1	Non-coding region
4470	3	6	Non-coding region
4471	6	5	Non-coding region
4472	4	2	Non-coding region
4473	4	7	Non-coding region
4474	5	8	Non-coding region
4475	0	6	Non-coding region
4476	1	6	Non-coding region
4477	0	7	Non-coding region
4478	2	15	Non-coding region
4479	2	8	Non-coding region
4480	2	6	Non-coding region
4481	2	6	Non-coding region
4482	5	10	Non-coding region
4483	3	7	Non-coding region
4484	8	7	Non-coding region
4485	13	7	Non-coding region
4486	0	1	Non-coding region
4487	3	2	Non-coding region
4488	3	0	Non-coding region
4489	1	4	Non-coding region
4490	0	4	Non-coding region
4491	3	4	Non-coding region
4492	3	4	Non-coding region
4493	3	1	Non-coding region
4494	4	6	Non-coding region
4495	6	1	Non-coding region
4496	1	4	Non-coding region
4497	2	4	Non-coding region
4498	2	6	Non-coding region
4499	10	2	Non-coding region
4500	7	3	Non-coding region
4501	7	5	Non-coding region
4502	5	5	Non-coding region
4503	1	4	Non-coding region
4504	2	4	Non-coding region
4505	3	3	Non-coding region
4506	2	3	Non-coding region
4507	10	6	Non-coding region
4508	4	7	Non-coding region
4509	8	17	Non-coding region
4510	4	2	Non-coding region
4511	5	1	Non-coding region
4512	2	4	Non-coding region
4513	4	7	Non-coding region
4514	3	7	Non-coding region
4515	2	3	Non-coding region
4516	2	3	Non-coding region
4517	6	3	Non-coding region
4518	1	2	Non-coding region
4519	1	2	Non-coding region
4520	7	4	Non-coding region
4521	1	7	Non-coding region
4522	8	6	Non-coding region
4523	5	1	Non-coding region
4524	3	7	Non-coding region
4525	12	4	Non-coding region
4526	3	5	Non-coding region
4527	3	1	Non-coding region
4528	8	14	Non-coding region
4529	3	12	Non-coding region
4530	8	10	Non-coding region
4531	4	11	Non-coding region
4532	7	8	Non-coding region
4533	11	2	Non-coding region
4534	8	7	Non-coding region
4535	1	10	Non-coding region
4536	7	8	Non-coding region
4537	2	8	Non-coding region
4538	2	7	Non-coding region
4539	4	9	Non-coding region
4540	6	5	Non-coding region
4541	1	3	Non-coding region
4542	4	4	Non-coding region
4543	0	2	Non-coding region
4544	5	4	Non-coding region
4545	2	6	Non-coding region
4546	2	9	Non-coding region
4547	3	10	Non-coding region
4548	6	9	Non-coding region
4549	4	13	Non-coding region
4550	3	7	Non-coding region
4551	4	3	Non-coding region
4552	6	7	Non-coding region
4553	12	5	Non-coding region
4554	1	6	Non-coding region
4555	0	7	Non-coding region
4556	1	4	Non-coding region
4557	4	5	Non-coding region
4558	2	5	Non-coding region
4559	7	3	Non-coding region
4560	3	3	Non-coding region
4561	4	3	Non-coding region
4562	5	6	Non-coding region
4563	3	8	Non-coding region
4564	1	4	Non-coding region
4565	3	1	Non-coding region
4566	4	7	Non-coding region
4567	0	3	Non-coding region
4568	9	20	Non-coding region
4569	6	4	Non-coding region
4570	4	8	Non-coding region
4571	4	9	Non-coding region
4572	6	9	Non-coding region
4573	3	13	Non-coding region
4574	5	2	Non-coding region
4575	3	10	Non-coding region
4576	8	5	Non-coding region
4577	6	12	Non-coding region
4578	7	19	Non-coding region
4579	6	3	Non-coding region
4580	3	7	Non-coding region
4581	7	8	Non-coding region
4582	1	10	Non-coding region
4583	1	4	Non-coding region
4584	1	9	Non-coding region
4585	7	11	Non-coding region
4586	2	5	Non-coding region
4587	4	6	Non-coding region
4588	3	5	Non-coding region
4589	1	5	Non-coding region
4590	5	8	Non-coding region
4591	1	12	Non-coding region
4592	0	3	Non-coding region
4593	6	7	Non-coding region
4594	3	4	Non-coding region
4595	5	13	Non-coding region
4596	5	6	Non-coding region
4597	2	7	Non-coding region
4598	2	9	Non-coding region
4599	2	9	Non-coding region
4600	12	7	Non-coding region
4601	5	26	Non-coding region
4602	1	6	Non-coding region
4603	2	2	Non-coding region
4604	0	14	Non-coding region
4605	3	7	Non-coding region
4606	2	3	Non-coding region
4607	0	4	Non-coding region
4608	2	8	Non-coding region
4609	9	10	Non-coding region
4610	0	5	Non-coding region
4611	2	4	Non-coding region
4612	3	3	Non-coding region
4613	4	9	Non-coding region
4614	5	19	Non-coding region
4615	4	11	Non-coding region
4616	3	9	Non-coding region
4617	1	7	Non-coding region
4618	6	7	Non-coding region
4619	6	14	Non-coding region
4620	10	12	Non-coding region
4621	2	12	Non-coding region
4622	3	2	Non-coding region
4623	6	10	Non-coding region
4624	4	19	Non-coding region
4625	9	8	Non-coding region
4626	6	8	Non-coding region
4627	4	10	Non-coding region
4628	3	7	Non-coding region
4629	4	5	Non-coding region
4630	10	11	Non-coding region
4631	3	7	Non-coding region
4632	5	7	Non-coding region
4633	4	5	Non-coding region
4634	5	7	Non-coding region
4635	10	16	Non-coding region
4636	5	4	Non-coding region
4637	1	4	Non-coding region
4638	2	3	Non-coding region
4639	6	4	Non-coding region
4640	5	10	Non-coding region
4641	5	3	Non-coding region
4642	4	5	Non-coding region
4643	8	5	Non-coding region
4644	6	14	Non-coding region
4645	6	6	Non-coding region
4646	3	7	Non-coding region
4647	0	7	Non-coding region
4648	4	3	Non-coding region
4649	8	13	Non-coding region
4650	6	7	Non-coding region
4651	3	5	Non-coding region
4652	3	2	Non-coding region
4653	2	5	Non-coding region
4654	7	25	Non-coding region
4655	24	28	Non-coding region
4656	2	18	Non-coding region
4657	5	21	Non-coding region
